customer_id,data_year,chapter,cstate,cname,description,premiums_written,losses_paid,taxes_paid,record_id,co_code,active_code
91546921,2019,515.48,PA,ACE Fire Underwriters Insurance Company,Inland Marine,27078.0,4099.0,756.0,2019-20702-Inland Marine,20702,1503
26489135,2019,515.48,PA,ACE Fire Underwriters Insurance Company,Boiler and Machinery,9146.0,0.0,268.0,2019-20702-Boiler and Machinery,20702,1503
76422302,2019,515.48,PA,ACE Fire Underwriters Insurance Company,Commerical Multiple Peril (Non-liability portion),40336.0,0.0,1403.0,2019-20702-Commerical Multiple Peril (Non-liability portion),20702,1503
27205554,2019,515.48,PA,ACE Fire Underwriters Insurance Company,Other Liability - Occcurence,17097.0,0.0,657.0,2019-20702-Other Liability - Occcurence,20702,1503
60225946,2019,515.48,PA,ACE Fire Underwriters Insurance Company,Commerical Multiple Peril (Liability portion),33637.0,0.0,1394.0,2019-20702-Commerical Multiple Peril (Liability portion),20702,1503
34790013,2019,515.48,PA,ACE Fire Underwriters Insurance Company,Other Liability - Claims Made,275464.0,0.0,7791.0,2019-20702-Other Liability - Claims Made,20702,1503
53333796,2019,515.48,PA,ACE Fire Underwriters Insurance Company,Workers Compensation,45.0,10269.0,10567.0,2019-20702-Workers Compensation,20702,1503
28307541,2019,515.48,PA,ACE Fire Underwriters Insurance Company,Ocean Marine,1103.0,0.0,12.0,2019-20702-Ocean Marine,20702,1503
85536059,2019,515.48,PA,ACE Property and Casualty Insurance Company,Products Liability,38227.0,0.0,850.0,2019-20699-Products Liability,20699,503
54642094,2019,515.48,PA,ACE Property and Casualty Insurance Company,Boiler and Machinery,28584.0,0.0,614.0,2019-20699-Boiler and Machinery,20699,503
47091036,2019,515.48,PA,ACE Property and Casualty Insurance Company,Other Liability - Occcurence,7624001.0,0.0,158133.0,2019-20699-Other Liability - Occcurence,20699,503
48277275,2019,515.48,PA,ACE Property and Casualty Insurance Company,Commerical Multiple Peril (Liability portion),108801.0,0.0,2538.0,2019-20699-Commerical Multiple Peril (Liability portion),20699,503
75252854,2019,515.48,PA,ACE Property and Casualty Insurance Company,Workers Compensation,149.0,91930.0,1.0,2019-20699-Workers Compensation,20699,503
31012778,2019,515.48,PA,ACE Property and Casualty Insurance Company,Commerical Multiple Peril (Non-liability portion),153729.0,69469.0,3447.0,2019-20699-Commerical Multiple Peril (Non-liability portion),20699,503
84571128,2019,515.48,PA,ACE Property and Casualty Insurance Company,Other Commerical Auto Liability,-86454.0,11896.0,-1037.0,2019-20699-Other Commerical Auto Liability,20699,503
38286862,2019,515.48,PA,ACE Property and Casualty Insurance Company,Commercial Auto Physical Damage,30996.0,223.0,727.0,2019-20699-Commercial Auto Physical Damage,20699,503
1163515,2019,515.48,PA,ACE Property and Casualty Insurance Company,Multiple Peril Crop,106672986.0,42858694.0,24606.0,2019-20699-Multiple Peril Crop,20699,503
18361978,2019,515.48,PA,ACE Property and Casualty Insurance Company,Other Liability - Claims Made,13922.0,6000.0,501.0,2019-20699-Other Liability - Claims Made,20699,503
94953428,2019,515.48,PA,ACE Property and Casualty Insurance Company,Inland Marine,9883.0,2721.0,482.0,2019-20699-Inland Marine,20699,503
42333031,2019,515.48,IL,ACIG Insurance Company,Workers Compensation,700377.0,228857.0,29307.0,2019-19984-Workers Compensation,19984,2762
91786228,2019,515.48,IL,ACSTAR Insurance Company,Surety,10217.0,0.0,2728.0,2019-22950-Surety,22950,2329
61051505,2019,515.48,WI,"ACUITY, A Mutual Insurance Company",Boiler and Machinery,239289.0,17667.0,3139.0,2019-14184-Boiler and Machinery,14184,1996
8132649,2019,515.48,WI,"ACUITY, A Mutual Insurance Company",Products Liability,220261.0,28390.0,3072.0,2019-14184-Products Liability,14184,1996
49428676,2019,515.48,WI,"ACUITY, A Mutual Insurance Company",Commerical Multiple Peril (Liability portion),1828630.0,278416.0,25971.0,2019-14184-Commerical Multiple Peril (Liability portion),14184,1996
77436411,2019,515.48,WI,"ACUITY, A Mutual Insurance Company",Homeowners Multiple Peril,1789484.0,488087.0,23429.0,2019-14184-Homeowners Multiple Peril,14184,1996
44319192,2019,515.48,WI,"ACUITY, A Mutual Insurance Company",Burglary and Theft,8278.0,0.0,87.0,2019-14184-Burglary and Theft,14184,1996
57510487,2019,515.48,WI,"ACUITY, A Mutual Insurance Company",Workers Compensation,13556602.0,8129802.0,379885.0,2019-14184-Workers Compensation,14184,1996
62797342,2019,515.48,WI,"ACUITY, A Mutual Insurance Company",Inland Marine,2108472.0,1054007.0,28388.0,2019-14184-Inland Marine,14184,1996
56923917,2019,515.48,WI,"ACUITY, A Mutual Insurance Company",Fire,1631915.0,376414.0,20345.0,2019-14184-Fire,14184,1996
83088652,2019,515.48,WI,"ACUITY, A Mutual Insurance Company",Other Private Passenger Auto Liability,1258592.0,757767.0,16680.0,2019-14184-Other Private Passenger Auto Liability,14184,1996
53087364,2019,515.48,WI,"ACUITY, A Mutual Insurance Company",Commercial Auto Physical Damage,7241610.0,3530367.0,94887.0,2019-14184-Commercial Auto Physical Damage,14184,1996
9089663,2019,515.48,WI,"ACUITY, A Mutual Insurance Company",Private Passenger Physical Damage,1388673.0,690521.0,18338.0,2019-14184-Private Passenger Physical Damage,14184,1996
83290720,2019,515.48,WI,"ACUITY, A Mutual Insurance Company",Commerical Multiple Peril (Non-liability portion),2490197.0,1426316.0,34735.0,2019-14184-Commerical Multiple Peril (Non-liability portion),14184,1996
78364565,2019,515.48,WI,"ACUITY, A Mutual Insurance Company",Allied Lines,2100693.0,822107.0,26310.0,2019-14184-Allied Lines,14184,1996
99761663,2019,515.48,WI,"ACUITY, A Mutual Insurance Company",Other Liability - Claims Made,129683.0,0.0,1990.0,2019-14184-Other Liability - Claims Made,14184,1996
6298259,2019,515.48,WI,"ACUITY, A Mutual Insurance Company",Other Liability - Occcurence,4579255.0,566852.0,60446.0,2019-14184-Other Liability - Occcurence,14184,1996
51936868,2019,515.48,WI,"ACUITY, A Mutual Insurance Company",Other Commerical Auto Liability,10015440.0,3665170.0,129951.0,2019-14184-Other Commerical Auto Liability,14184,1996
35907845,2019,515.48,WI,"ACUITY, A Mutual Insurance Company",Fidelity,25233.0,22641.0,382.0,2019-14184-Fidelity,14184,1996
17390816,2019,515.48,IL,AGCS Marine Insurance Company,Ocean Marine,57572.0,0.0,650.0,2019-22837-Ocean Marine,22837,2253
9908654,2019,515.48,IL,AGCS Marine Insurance Company,Inland Marine,3897009.0,1643165.0,43999.0,2019-22837-Inland Marine,22837,2253
47228798,2019,515.48,IL,AGCS Marine Insurance Company,Commerical Multiple Peril (Non-liability portion),397444.0,655651.0,4487.0,2019-22837-Commerical Multiple Peril (Non-liability portion),22837,2253
11593991,2019,515.48,IL,AIG Assurance Company,Workers Compensation,267.0,0.0,-14.0,2019-40258-Workers Compensation,40258,2658
15036122,2019,515.48,IL,AIG Property Casualty Company,Workers Compensation,358447.0,761431.0,7598.0,2019-19402-Workers Compensation,19402,557
59046302,2019,515.48,IL,AIG Property Casualty Company,Private Passenger Physical Damage,220832.0,173833.0,4404.0,2019-19402-Private Passenger Physical Damage,19402,557
74058124,2019,515.48,IL,AIG Property Casualty Company,Inland Marine,225308.0,-6418.0,4500.0,2019-19402-Inland Marine,19402,557
95221640,2019,515.48,IL,AIG Property Casualty Company,Earthquake,10080.0,0.0,201.0,2019-19402-Earthquake,19402,557
5956033,2019,515.48,IL,AIG Property Casualty Company,Other Liability - Occcurence,150714.0,0.0,3007.0,2019-19402-Other Liability - Occcurence,19402,557
91462331,2019,515.48,IL,AIG Property Casualty Company,Other Private Passenger Auto Liability,76750.0,9824.0,1531.0,2019-19402-Other Private Passenger Auto Liability,19402,557
7946799,2019,515.48,IL,AIG Property Casualty Company,Ocean Marine,26150.0,0.0,2.0,2019-19402-Ocean Marine,19402,557
83884401,2019,515.48,IL,AIG Property Casualty Company,Homeowners Multiple Peril,574904.0,350291.0,11474.0,2019-19402-Homeowners Multiple Peril,19402,557
36498462,2019,515.48,IL,AIG Property Casualty Company,Other Commerical Auto Liability,3.0,0.0,0.0,2019-19402-Other Commerical Auto Liability,19402,557
88191021,2019,515.48,MT,ALPS Property & Casualty Insurance Company,Other Liability - Claims Made,187768.0,0.0,2989.0,2019-32450-Other Liability - Claims Made,32450,3262
88567908,2019,515.48,WI,AMBAC Assurance Corporation,Financial Guaranty,55079.0,0.0,1057.0,2019-18708-Financial Guaranty,18708,1648
72896975,2019,515.48,IA,AMCO Insurance Company,Fidelity,22049.0,0.0,253.0,2019-19100-Fidelity,19100,1167
85650096,2019,515.48,IA,AMCO Insurance Company,Inland Marine,1363635.0,535605.0,14389.0,2019-19100-Inland Marine,19100,1167
51349085,2019,515.48,IA,AMCO Insurance Company,Allied Lines,3298062.0,1647852.0,35409.0,2019-19100-Allied Lines,19100,1167
90202451,2019,515.48,IA,AMCO Insurance Company,Commerical Multiple Peril (Liability portion),3002399.0,3102359.0,31787.0,2019-19100-Commerical Multiple Peril (Liability portion),19100,1167
55180831,2019,515.48,IA,AMCO Insurance Company,Private Passenger Physical Damage,24568637.0,15113593.0,260956.0,2019-19100-Private Passenger Physical Damage,19100,1167
14433043,2019,515.48,IA,AMCO Insurance Company,Surety,23213.0,0.0,249.0,2019-19100-Surety,19100,1167
56590042,2019,515.48,IA,AMCO Insurance Company,Earthquake,106306.0,0.0,1146.0,2019-19100-Earthquake,19100,1167
43870673,2019,515.48,IA,AMCO Insurance Company,Workers Compensation,2538397.0,2826992.0,55693.0,2019-19100-Workers Compensation,19100,1167
84734050,2019,515.48,IA,AMCO Insurance Company,Other Private Passenger Auto Liability,20811573.0,13559398.0,417710.0,2019-19100-Other Private Passenger Auto Liability,19100,1167
73246256,2019,515.48,IA,AMCO Insurance Company,Boiler and Machinery,386852.0,69954.0,4264.0,2019-19100-Boiler and Machinery,19100,1167
2632562,2019,515.48,IA,AMCO Insurance Company,Products Liability,197367.0,0.0,2079.0,2019-19100-Products Liability,19100,1167
74125758,2019,515.48,IA,AMCO Insurance Company,Medical Professional Liability,135.0,0.0,1.0,2019-19100-Medical Professional Liability,19100,1167
92752865,2019,515.48,IA,AMCO Insurance Company,Other Liability - Occcurence,4349803.0,4845432.0,46116.0,2019-19100-Other Liability - Occcurence,19100,1167
47086007,2019,515.48,IA,AMCO Insurance Company,Commerical Multiple Peril (Non-liability portion),6354554.0,2298281.0,67836.0,2019-19100-Commerical Multiple Peril (Non-liability portion),19100,1167
33987747,2019,515.48,IA,AMCO Insurance Company,Other Commerical Auto Liability,10807.0,96326.0,127.0,2019-19100-Other Commerical Auto Liability,19100,1167
37312925,2019,515.48,IA,AMCO Insurance Company,Homeowners Multiple Peril,28332797.0,17638699.0,299410.0,2019-19100-Homeowners Multiple Peril,19100,1167
13233814,2019,515.48,IA,AMCO Insurance Company,Fire,1082365.0,364506.0,11508.0,2019-19100-Fire,19100,1167
32561536,2019,515.48,IL,AMEX Assurance Company,Group Accident and Health (b),86807.0,712.0,1861.0,2019-27928-Group Accident and Health (b),27928,2010
73456835,2019,515.48,IL,AMEX Assurance Company,Inland Marine,278466.0,154376.0,5705.0,2019-27928-Inland Marine,27928,2010
84767457,2019,515.48,IA,ARAG Insurance Company,Aggregate Write-In,1244474.0,333923.0,12904.0,2019-34738-Aggregate Write-In,34738,2556
31901720,2019,515.48,MD,AVEMCO Insurance Company,Aircraft,310405.0,13645.0,12455.0,2019-10367-Aircraft,10367,1371
67885239,2019,515.48,MD,AVEMCO Insurance Company,Inland Marine,233782.0,50000.0,5728.0,2019-10367-Inland Marine,10367,1371
94448966,2019,515.48,MD,AVEMCO Insurance Company,Other Liability - Claims Made,13385.0,0.0,328.0,2019-10367-Other Liability - Claims Made,10367,1371
94633091,2019,515.48,NY,AXA Insurance Company,Inland Marine,327273.0,3350.0,14695.0,2019-33022-Inland Marine,33022,2620
90116906,2019,515.48,NY,AXA Insurance Company,Other Private Passenger Auto Liability,580.0,0.0,26.0,2019-33022-Other Private Passenger Auto Liability,33022,2620
82832313,2019,515.48,NY,AXA Insurance Company,Aircraft,-18655.0,0.0,-838.0,2019-33022-Aircraft,33022,2620
87993949,2019,515.48,NY,AXA Insurance Company,Private Passenger Physical Damage,2620.0,0.0,118.0,2019-33022-Private Passenger Physical Damage,33022,2620
61810954,2019,515.48,NY,AXA Insurance Company,Products Liability,7287.0,0.0,327.0,2019-33022-Products Liability,33022,2620
55782839,2019,515.48,NY,AXA Insurance Company,Allied Lines,155037.0,0.0,6962.0,2019-33022-Allied Lines,33022,2620
39587790,2019,515.48,NY,AXA Insurance Company,Other Liability - Occcurence,6794.0,0.0,305.0,2019-33022-Other Liability - Occcurence,33022,2620
14293434,2019,515.48,NY,AXA Insurance Company,Fire,364481.0,0.0,16366.0,2019-33022-Fire,33022,2620
46620413,2019,515.48,IL,AXIS Insurance Company,Boiler and Machinery,7109.0,0.0,76.0,2019-37273-Boiler and Machinery,37273,2074
53798973,2019,515.48,IL,AXIS Insurance Company,Ocean Marine,41566.0,6754.0,443.0,2019-37273-Ocean Marine,37273,2074
15556454,2019,515.48,IL,AXIS Insurance Company,Fidelity,91108.0,0.0,975.0,2019-37273-Fidelity,37273,2074
61497833,2019,515.48,IL,AXIS Insurance Company,Allied Lines,148241.0,68126.0,1575.0,2019-37273-Allied Lines,37273,2074
92889077,2019,515.48,IL,AXIS Insurance Company,Earthquake,534.0,0.0,6.0,2019-37273-Earthquake,37273,2074
19171044,2019,515.48,IL,AXIS Insurance Company,Other Liability - Claims Made,3119022.0,2173191.0,33152.0,2019-37273-Other Liability - Claims Made,37273,2074
93291407,2019,515.48,IL,AXIS Insurance Company,Inland Marine,194348.0,128997.0,2065.0,2019-37273-Inland Marine,37273,2074
96710523,2019,515.48,IL,AXIS Insurance Company,Products Liability,123.0,0.0,1.0,2019-37273-Products Liability,37273,2074
52542420,2019,515.48,IL,AXIS Insurance Company,Commercial Auto Physical Damage,38983.0,65687.0,415.0,2019-37273-Commercial Auto Physical Damage,37273,2074
37741743,2019,515.48,IL,AXIS Insurance Company,Surety,145.0,0.0,2.0,2019-37273-Surety,37273,2074
48145469,2019,515.48,IL,AXIS Insurance Company,Fire,72234.0,0.0,768.0,2019-37273-Fire,37273,2074
25709472,2019,515.48,IL,AXIS Insurance Company,Other Liability - Occcurence,918312.0,441872.0,9791.0,2019-37273-Other Liability - Occcurence,37273,2074
58402401,2019,515.48,IL,AXIS Insurance Company,Commerical Multiple Peril (Liability portion),250.0,0.0,3.0,2019-37273-Commerical Multiple Peril (Liability portion),37273,2074
23092790,2019,515.48,IL,AXIS Insurance Company,Other Commerical Auto Liability,88333.0,30669.0,941.0,2019-37273-Other Commerical Auto Liability,37273,2074
62476442,2019,515.48,IL,AXIS Insurance Company,Group Accident and Health (b),1157692.0,641686.0,12307.0,2019-37273-Group Accident and Health (b),37273,2074
39943087,2019,515.48,NY,AXIS Reinsurance Company,Other Liability - Claims Made,73692.0,0.0,616.0,2019-20370-Other Liability - Claims Made,20370,856
41265642,2019,515.48,IA,Acadia Insurance Company,Commerical Multiple Peril (Liability portion),1058722.0,254240.0,11875.0,2019-31325-Commerical Multiple Peril (Liability portion),31325,3096
73383008,2019,515.48,IA,Acadia Insurance Company,Other Commerical Auto Liability,567105.0,177201.0,6361.0,2019-31325-Other Commerical Auto Liability,31325,3096
77896466,2019,515.48,IA,Acadia Insurance Company,Workers Compensation,731966.0,135050.0,16233.0,2019-31325-Workers Compensation,31325,3096
83526368,2019,515.48,IA,Acadia Insurance Company,Other Liability - Occcurence,415371.0,0.0,4659.0,2019-31325-Other Liability - Occcurence,31325,3096
31439710,2019,515.48,IA,Acadia Insurance Company,Other Liability - Claims Made,2505.0,0.0,28.0,2019-31325-Other Liability - Claims Made,31325,3096
30227653,2019,515.48,IA,Acadia Insurance Company,Boiler and Machinery,53617.0,0.0,601.0,2019-31325-Boiler and Machinery,31325,3096
86993944,2019,515.48,IA,Acadia Insurance Company,Commercial Auto Physical Damage,378035.0,419745.0,4240.0,2019-31325-Commercial Auto Physical Damage,31325,3096
65728108,2019,515.48,IA,Acadia Insurance Company,Commerical Multiple Peril (Non-liability portion),1341379.0,1069998.0,15047.0,2019-31325-Commerical Multiple Peril (Non-liability portion),31325,3096
45539668,2019,515.48,IA,Acadia Insurance Company,Inland Marine,246.0,0.0,3.0,2019-31325-Inland Marine,31325,3096
3159546,2019,515.48,MI,Accident Fund General Insurance Company,Workers Compensation,11045940.0,6635181.0,243023.0,2019-12304-Workers Compensation,12304,2994
88449349,2019,515.48,MI,Accident Fund Insurance Company of America,Workers Compensation,8768506.0,4635009.0,192323.0,2019-10166-Workers Compensation,10166,2870
35937389,2019,515.48,MI,Accident Fund National Insurance Company,Workers Compensation,11367137.0,7824670.0,245303.0,2019-12305-Workers Compensation,12305,2995
19441247,2019,515.48,IA,Addison Insurance Company,Earthquake,2244.0,0.0,22.0,2019-10324-Earthquake,10324,2581
7208859,2019,515.48,IA,Addison Insurance Company,Commercial Auto Physical Damage,1184850.0,745708.0,12251.0,2019-10324-Commercial Auto Physical Damage,10324,2581
65950591,2019,515.48,IA,Addison Insurance Company,Other Liability - Occcurence,2170944.0,169617.0,24366.0,2019-10324-Other Liability - Occcurence,10324,2581
2327487,2019,515.48,IA,Addison Insurance Company,Inland Marine,681707.0,794447.0,7688.0,2019-10324-Inland Marine,10324,2581
30722342,2019,515.48,IA,Addison Insurance Company,Commerical Multiple Peril (Non-liability portion),1050933.0,365440.0,11589.0,2019-10324-Commerical Multiple Peril (Non-liability portion),10324,2581
31289360,2019,515.48,IA,Addison Insurance Company,Commerical Multiple Peril (Liability portion),256415.0,32310.0,2836.0,2019-10324-Commerical Multiple Peril (Liability portion),10324,2581
24826170,2019,515.48,IA,Addison Insurance Company,Fire,1003772.0,336153.0,10724.0,2019-10324-Fire,10324,2581
14860484,2019,515.48,IA,Addison Insurance Company,Products Liability,605832.0,89357.0,7690.0,2019-10324-Products Liability,10324,2581
39642700,2019,515.48,IA,Addison Insurance Company,Boiler and Machinery,139144.0,12180.0,1488.0,2019-10324-Boiler and Machinery,10324,2581
3689105,2019,515.48,IA,Addison Insurance Company,Other Commerical Auto Liability,1550128.0,505564.0,19080.0,2019-10324-Other Commerical Auto Liability,10324,2581
58850120,2019,515.48,IA,Addison Insurance Company,Workers Compensation,4428164.0,1179170.0,81034.0,2019-10324-Workers Compensation,10324,2581
76965994,2019,515.48,IA,Addison Insurance Company,Burglary and Theft,9374.0,0.0,100.0,2019-10324-Burglary and Theft,10324,2581
14490971,2019,515.48,IA,Addison Insurance Company,Allied Lines,1934807.0,714170.0,20738.0,2019-10324-Allied Lines,10324,2581
88277241,2019,515.48,PA,Aegis Security Insurance Company,Commercial Auto No Fault (pip),110.0,0.0,3.0,2019-33898-Commercial Auto No Fault (pip),33898,2682
87386746,2019,515.48,PA,Aegis Security Insurance Company,Other Commerical Auto Liability,267928.0,47084.0,6578.0,2019-33898-Other Commerical Auto Liability,33898,2682
55157616,2019,515.48,PA,Aegis Security Insurance Company,Commercial Auto Physical Damage,152508.0,79524.0,3744.0,2019-33898-Commercial Auto Physical Damage,33898,2682
55593844,2019,515.48,PA,Aegis Security Insurance Company,Group Accident and Health (b),24390.0,13119.0,599.0,2019-33898-Group Accident and Health (b),33898,2682
72556809,2019,515.48,PA,Aegis Security Insurance Company,Other Liability - Occcurence,17314.0,0.0,425.0,2019-33898-Other Liability - Occcurence,33898,2682
45653187,2019,515.48,PA,Aegis Security Insurance Company,Inland Marine,28508.0,24700.0,700.0,2019-33898-Inland Marine,33898,2682
48538925,2019,515.48,PA,Aegis Security Insurance Company,Surety,18899.0,0.0,464.0,2019-33898-Surety,33898,2682
68724425,2019,515.48,PA,Aegis Security Insurance Company,Homeowners Multiple Peril,181708.0,45722.0,4461.0,2019-33898-Homeowners Multiple Peril,33898,2682
50817031,2019,515.48,RI,Affiliated FM Insurance Company,Commerical Multiple Peril (Non-liability portion),1050017.0,601990.0,23689.0,2019-10014-Commerical Multiple Peril (Non-liability portion),10014,504
16836323,2019,515.48,RI,Affiliated FM Insurance Company,Fire,1540067.0,1943066.0,36732.0,2019-10014-Fire,10014,504
72701589,2019,515.48,RI,Affiliated FM Insurance Company,Inland Marine,512929.0,957495.0,12203.0,2019-10014-Inland Marine,10014,504
88126167,2019,515.48,RI,Affiliated FM Insurance Company,Allied Lines,977256.0,517252.0,23220.0,2019-10014-Allied Lines,10014,504
50642114,2019,515.48,RI,Affiliated FM Insurance Company,Ocean Marine,7644.0,0.0,174.0,2019-10014-Ocean Marine,10014,504
32180678,2019,515.48,RI,Affiliated FM Insurance Company,Boiler and Machinery,306548.0,8252.0,7538.0,2019-10014-Boiler and Machinery,10014,504
74155265,2019,515.48,IA,Agri General Insurance Company,Multiple Peril Crop,33567696.0,13661706.0,468.0,2019-42757-Multiple Peril Crop,42757,2233
26168099,2019,515.48,AK,Alaska National Insurance Company,Workers Compensation,26169.0,-54.0,789.0,2019-38733-Workers Compensation,38733,2529
804961,2019,515.48,NJ,Allegheny Casualty Company,Surety,378490.0,0.0,9417.0,2019-13285-Surety,13285,2897
25823839,2019,515.48,IL,Allianz Global Risks US Insurance Company,Allied Lines,341401.0,38227594.0,7168.0,2019-35300-Allied Lines,35300,1887
61745840,2019,515.48,IL,Allianz Global Risks US Insurance Company,Other Liability - Claims Made,1140050.0,0.0,23935.0,2019-35300-Other Liability - Claims Made,35300,1887
86024944,2019,515.48,IL,Allianz Global Risks US Insurance Company,Other Liability - Occcurence,135995.0,0.0,2855.0,2019-35300-Other Liability - Occcurence,35300,1887
40080423,2019,515.48,IL,Allianz Global Risks US Insurance Company,Products Liability,183070.0,0.0,3844.0,2019-35300-Products Liability,35300,1887
14275512,2019,515.48,IL,Allianz Global Risks US Insurance Company,Inland Marine,252127.0,182.0,5293.0,2019-35300-Inland Marine,35300,1887
70442756,2019,515.48,IL,Allianz Global Risks US Insurance Company,Fidelity,23648.0,0.0,496.0,2019-35300-Fidelity,35300,1887
36829984,2019,515.48,IL,Allianz Global Risks US Insurance Company,Earthquake,183270.0,908.0,3848.0,2019-35300-Earthquake,35300,1887
68772500,2019,515.48,IL,Allianz Global Risks US Insurance Company,Boiler and Machinery,166342.0,6353.0,3492.0,2019-35300-Boiler and Machinery,35300,1887
154557,2019,515.48,IL,Allianz Global Risks US Insurance Company,Fire,1942223.0,626262.0,40777.0,2019-35300-Fire,35300,1887
97640137,2019,515.48,IL,Allianz Global Risks US Insurance Company,Aircraft,591674.0,156680.0,12423.0,2019-35300-Aircraft,35300,1887
